,beer,style,region,manufacturer,brand,fermentation,alcohol,volume,img,price,ingredients,tastes,serve_with,name
Appleton-Ciders-Pink-Grapefruit-Experimentarium-v-93,"['Светлое', 'Крафтовое', 'Нефильтрованное']","['Смешанный', 'Фруктовое/Овощное']","['Россия', 'Московская область']",Свои ООО,Appleton Ciders,,Средний,0.5,../data/images/Appleton-Ciders-Pink-Grapefruit-Experimentarium-v-93.jpg,Средний,"['ячмень', 'хмель', 'фрукты']","['фруктовый', 'легкое', 'терпкий', 'горьковатый', 'сладковатый', 'кислинка', 'хмель']","['аперитив', 'пицца', 'закуски', 'фрукты', 'выпечка', 'снэки']",Свои ООО Appleton Ciders
Victory-Art-Brew-Chocolacta,"['Коричневое', 'Крафтовое', 'Нефильтрованное']","['Эль', 'Американский Эль', 'Американский Стаут']",['Россия'],Victory Art Brew,Victory Art,['Верховое брожение'],Средний,0.5,../data/images/Victory-Art-Brew-Chocolacta.jpg,Средний,"['ячмень', 'хмель', 'пшеница']","['ваниль', 'орехи', 'карамель', 'какао', 'сладкий', 'мягкий', 'зерновые']","['закуски', 'десерты', 'копчености', 'выпечка', 'шоколад']",Victory Art Brew Victory Art
Victory-Art-Brew-Oktoberfest-v-2,"['Янтарное', 'Крафтовое']","['Лагер', 'Мерцен/Октоберфест', 'Немецкий Лагер']",['Россия'],Victory Art Brew,Victory Art,['Верховое брожение'],Средний,0.5,../data/images/Victory-Art-Brew-Oktoberfest-v-2.jpg,Средний,"['ячмень', 'хмель']","['солод', 'горьковатый', 'сладковатый', 'кислинка', 'хмель']","['свинина', 'курица', 'закуски', 'снэки', 'гамбургер']",Victory Art Brew Victory Art
Dingslebener-Kellerbier,"['Средне-янтарное', 'Нефильтрованное']","['Лагер', 'Немецкий Лагер', 'Келлербир/Цвикельбир']",['Германия'],Dingslebener,Dingslebener,['Низовое брожение'],Средний,0.5,../data/images/Dingslebener-Kellerbier.jpg,Средний,"['хмель', 'ячмень']","['травы', 'плотный', 'горьковатый', 'маслянистый', 'сладковатый', 'хмель']",['аперитив'],Dingslebener Dingslebener
Dingslebener-Landbier,['Средне-янтарное'],"['Лагер', 'Немецкий Лагер', 'Келлербир/Цвикельбир']",['Германия'],Dingslebener,Dingslebener,['Низовое брожение'],Средний,0.5,../data/images/Dingslebener-Landbier.jpg,Средний,"['хмель', 'ячмень']","['цитрусовые', 'хлеб', 'округлый', 'солод', 'кислинка']","['салат', 'закуски', 'снэки']",Dingslebener Dingslebener
XP-Brew-Average-Bear-in-can,"['Чёрное', 'Крафтовое', 'Нефильтрованное']","['Эль', 'Английский Эль', 'Молочный/Сладкий Стаут']","['Россия', 'Смоленская область']",XP Brew,Average Bear,['Верховое брожение'],Средний,0.5,../data/images/XP-Brew-Average-Bear-in-can.jpg,Средний,"['ячмень', 'хмель', 'овёс']","['ваниль', 'шоколад', 'кофе', 'карамель', 'сливки', 'солод', 'сливочный', 'горьковатый', 'сладковатый', 'бархатистый']","['десерты', 'дижестив', 'пирог', 'шоколад']",XP Brew Average Bear
Schwarz-Kaiser-Finlandia-Keltainen-in-can,"['Светлое', 'Крафтовое', 'Нефильтрованное']","['Лагер', 'Американский Лагер', 'Американский Светлый Лагер']","['Россия', 'Московская область']",Schwarz Kaiser,Finlandia Keltainen,['Низовое брожение'],Средний,0.5,../data/images/Schwarz-Kaiser-Finlandia-Keltainen-in-can.jpg,Дешевый,"['ячмень', 'хмель']","['свежий', 'легкое', 'солод', 'долгий/продолжительный', 'горьковатый', 'сладковатый', 'хмель']","['птица', 'рыба', 'пицца', 'закуски', 'картофель', 'бутерброды', 'снэки']",Schwarz Kaiser Finlandia Keltainen
West-St-Mungo-Premium-Lager,"['Светлое', 'Фильтрованное']","['Немецкий Пилснер', 'Лагер', 'Немецкий Лагер']",['Великобритания'],West,St. Mungo,['Низовое брожение'],Средний,0.33,../data/images/West-St-Mungo-Premium-Lager.jpg,Средний,"['ячмень', 'хмель']","['солод', 'чистый', 'освежающий', 'горьковатый', 'хмель']","['рыба', 'морепродукты/дары моря', 'сыры', 'холодные закуски']",West St. Mungo
Adnams-Jack-Brand-Dry-Hopped-Lager,"['Светлое', 'Фильтрованное']","['Лагер', 'Европейский Лагер', 'Европейский Светлый Лагер']",['Великобритания'],Adnams,Jack Brand,['Низовое брожение'],Средний,0.33,../data/images/Adnams-Jack-Brand-Dry-Hopped-Lager.jpg,Дешевый,"['хмель', 'ячмень']","['свежий', 'цитрусовые', 'тропические фрукты', 'маракуйя', 'округлый', 'солод', 'насыщенный/интенсивный', 'хмель']","['тайская кухня', 'вьетнамская кухня', 'острые/пряные блюда']",Adnams Jack Brand
Karlovar-Cerny-Granat,"['Чёрное', 'Фильтрованное']","['Лагер', 'Европейский Лагер', 'Европейский Темный Лагер']","['Чехия', 'Моравия']",Pivovary Lobkowicz Group,Karlovar,['Низовое брожение'],Средний,0.5,../data/images/Karlovar-Cerny-Granat.jpg,Дешевый,"['ячмень', 'хмель']","['орехи', 'сухой', 'кофе', 'солод', 'кислинка', 'горький', 'хмель']","['мясо', 'копчености', 'колбасные изделия']",Pivovary Lobkowicz Group Karlovar
Whitstable-Bay-Red-IPA,"['Красное', 'Фильтрованное']","['Эль', 'Английский Эль', 'Английский Коричневый Эль']",['Великобритания'],Shepherd Neame,Whitstable Bay,['Верховое брожение'],Средний,0.5,../data/images/Whitstable-Bay-Red-IPA.jpg,Средний,"['хмель', 'ячмень']","['фруктовый', 'ириска', 'карамель', 'полный', 'богатый', 'горьковатый', 'хмель']","['мясо', 'птица', 'закуски', 'копчености', 'колбасные изделия']",Shepherd Neame Whitstable Bay
Tsingtao-Stout,"['Чёрное', 'Фильтрованное']","['Эль', 'Английский Эль', 'Форин/Экспорт Стаут']",['Китай'],Tsingtao,Tsingtao,['Верховое брожение'],Средний,0.355,../data/images/Tsingtao-Stout.jpg,Средний,"['рис', 'хмель', 'ячмень']","['дым/копченый', 'карамель', 'хлеб', 'полный', 'мягкий', 'горьковатый']","['мясо', 'рыба', 'десерты', 'копчености', 'шоколад']",Tsingtao Tsingtao
Bakunin-Stolitsa-Mira,"['Светлое', 'Крафтовое', 'Нефильтрованное']","['Лагер', 'Европейский Лагер', 'Европейский Светлый Лагер']","['Россия', 'Санкт-Петербург']",Бакунин,Бакунин,['Низовое брожение'],Средний,0.5,../data/images/Bakunin-Stolitsa-Mira.jpg,Дешевый,"['ячмень', 'хмель']","['цветочный', 'мед', 'горьковатый', 'сладковатый', 'сильный']","['мясо', 'птица', 'рыба', 'раки', 'закуски', 'колбасные изделия']",Бакунин Бакунин
Brewlok-Pilsen-17,"['Светлое', 'Крафтовое', 'Фильтрованное']","['Лагер', 'Чешский Лагер', 'Чешский Пилснер']","['Россия', 'Воронежская область']",Brewlok,Brewlok,['Низовое брожение'],Средний,0.5,../data/images/Brewlok-Pilsen-17.jpg,Дешевый,"['ячмень', 'хмель']","['солод', 'чистый', 'освежающий', 'горьковатый', 'хмель']","['курица', 'закуски', 'шашлык', 'колбасные изделия', 'жареная рыба']",Brewlok Brewlok
Karlovar-Nulevocka,"['Светлое', 'Фильтрованное']","['Лагер', 'Европейский Лагер']","['Чехия', 'Моравия']",Pivovary Lobkowicz Group,Karlovar,['Низовое брожение'],Легкий,0.5,../data/images/Karlovar-Nulevocka.jpg,Дешевый,['ячмень'],"['освежающий', 'ячмень']","['мясо', 'птица', 'рыба', 'закуски', 'колбасные изделия']",Pivovary Lobkowicz Group Karlovar
